case_key,majority_opinion_label,dissent_opinion_label,cosine_similarity
a252,majority,dissent1,0.9515918493270874
a253,majority,dissent1,0.8783707022666931
a254,majority,dissent1,0.9012379050254822
a255,majority,dissent1,0.8784776926040649
a256,majority,dissent1,0.8554268479347229
a259,majority,dissent1,0.8777351379394531
a263,majority,dissent1,0.9055463671684265
a264,majority,dissent1,0.8318840265274048
a264,majority,dissent2,0.896064043045044
a265,majority,dissent1,0.867904543876648
a265,majority,dissent2,0.7362112998962402
a270,majority,dissent1,0.9127061367034912
a271,majority,dissent1,0.875638484954834
a272,majority,dissent1,0.8891850113868713
a273,majority,dissent1,0.8149323463439941
a274,majority,dissent1,0.87336266040802
a277,majority,dissent1,0.9388290047645569
a278,majority,dissent1,0.8635470867156982
a279,majority,dissent1,0.8036218881607056
a280,majority,dissent1,0.9480295181274414
a281,majority,dissent1,0.8918817639350891
a283,majority,dissent1,0.9298659563064575
a284,majority,dissent1,0.9281250238418579
a285,majority,dissent1,0.9426867961883545
a285,majority,dissent2,0.811796247959137
a286,majority,dissent1,0.9269300699234009
a288,majority,dissent1,0.41424912214279175
a289,majority,dissent1,0.8981823921203613
a293,majority,dissent1,0.8450403809547424
a293,majority,dissent2,0.6475020051002502
a294,majority,dissent1,0.9456133842468262
a295,majority,dissent1,0.9293515086174011
a296,majority,dissent1,0.8253157138824463
a297,majority,dissent1,0.8674505352973938
a298,majority,dissent1,0.8997229337692261
a298,majority,dissent2,0.8808282613754272
a298,majority,dissent3,0.8731350302696228
a299,majority,dissent1,0.936566948890686
a300,majority,dissent1,0.9438538551330566
a301,majority,dissent1,0.9058972597122192
a301,majority,dissent2,0.9236167669296265
a301,majority,dissent3,0.8669118285179138
a302,majority,dissent1,0.9433480501174927
a303,majority,dissent1,0.7867448329925537
a305,majority,dissent1,0.8819800615310669
a306,majority,dissent1,0.9150720834732056
a307,majority,dissent1,0.8390390872955322
a309,majority,dissent1,0.9240906238555908
a310,majority,dissent1,0.875337541103363
a311,majority,dissent1,0.9499638080596924
a312,majority,dissent1,0.8933261632919312
a313,majority,dissent1,0.9380532503128052
a314,majority,dissent1,0.5705379843711853
a315,majority,dissent1,0.916243314743042
a316,majority,dissent1,0.8530431389808655
a317,majority,dissent1,0.7509117126464844
a317,majority,dissent2,0.8784965872764587
a321,majority,dissent1,0.9510554075241089
a322,majority,dissent1,0.9257641434669495
a323,majority,dissent1,0.7524840831756592
a323,majority,dissent2,0.8871791362762451
a324,majority,dissent1,0.8314367532730103
a324,majority,dissent2,0.8264178037643433
a324,majority,dissent3,0.8842612504959106
a326,majority,dissent1,0.8755617737770081
a328,majority,dissent1,0.8791999816894531
a329,majority,dissent1,0.8610829710960388
a330,majority,dissent1,0.817069411277771
a331,majority,dissent1,0.7362130880355835
a331,majority,dissent2,0.7090945839881897
a332,majority,dissent1,0.9339177012443542
a333,majority,dissent1,0.8669887781143188
a334,majority,dissent1,0.7904691696166992
a335,majority,dissent1,0.8880816102027893
a336,majority,dissent1,0.9064923524856567
a337,majority,dissent1,0.8558576107025146
a338,majority,dissent1,0.8911116719245911
a341,majority,dissent1,0.9375052452087402
a343,majority,dissent1,0.9260076284408569
a343,majority,dissent2,0.9002277255058289
a343,majority,dissent3,0.8299249410629272
a344,majority,dissent1,0.7993111610412598
a344,majority,dissent2,0.6777253150939941
a345,majority,dissent1,0.6643931269645691
a346,majority,dissent1,0.5841478705406189
a346,majority,dissent2,0.9288352131843567
a347,majority,dissent1,0.6496313810348511
a348,majority,dissent1,0.9069517254829407
a348,majority,dissent2,0.8611379861831665
a349,majority,dissent1,0.8042870759963989
a350,majority,dissent1,0.86651611328125
a351,majority,dissent1,0.9113143086433411
a351,majority,dissent2,0.9523540735244751
a352,majority,dissent1,0.6983318328857422
a353,majority,dissent1,0.8393669128417969
a356,majority,dissent1,0.8481467962265015
a357,majority,dissent1,0.8411096334457397
a358,majority,dissent1,0.9656018018722534
a359,majority,dissent1,0.829589307308197
a359,majority,dissent2,0.8721945285797119
a360,majority,dissent1,0.9318580031394958
a361,majority,dissent1,0.944980263710022
a362,majority,dissent1,0.8866161704063416
a363,majority,dissent1,0.9460827112197876
a366,majority,dissent1,0.7681105136871338
a366,majority,dissent2,0.8952910900115967
a367,majority,dissent1,0.6162324547767639
a368,majority,dissent1,0.736357569694519
a368,majority,dissent2,0.6336594820022583
a369,majority,dissent1,0.8427700400352478
a369,majority,dissent2,0.610948920249939
a370,majority,dissent1,0.8745825290679932
a371,majority,dissent1,0.8705996870994568
a371,majority,dissent2,0.9445780515670776
a372,majority,dissent1,0.9444340467453003
a373,majority,dissent1,0.927154541015625
a374,majority,dissent1,0.4774305820465088
a375,majority,dissent1,0.9037909507751465
a376,majority,dissent1,0.8405120372772217
a377,majority,dissent1,0.7775947451591492
a378,majority,dissent1,0.7288533449172974
a379,majority,dissent1,0.9683883786201477
a380,majority,dissent1,0.7012161016464233
a381,majority,dissent1,0.7378291487693787
a382,majority,dissent1,0.9336473345756531
a383,majority,dissent1,0.9614145159721375
a384,majority,dissent1,0.9398348927497864
a385,majority,dissent1,0.8618766069412231
a385,majority,dissent2,0.780647337436676
a386,majority,dissent1,0.9192875027656555
a388,majority,dissent1,0.9129688739776611
a389,majority,dissent1,0.9150048494338989
a389,majority,dissent2,0.7657870650291443
a390,majority,dissent1,0.9629417657852173
a391,majority,dissent1,0.9496002197265625
a391,majority,dissent2,0.9342899918556213
a392,majority,dissent1,0.9455152750015259
a393,majority,dissent1,0.8579671382904053
a394,majority,dissent1,0.9080312252044678
a395,majority,dissent1,0.9572086334228516
a395,majority,dissent2,0.8336052894592285
a396,majority,dissent1,0.9271805286407471
a397,majority,dissent1,0.8594013452529907
a397,majority,dissent2,0.8950956463813782
a398,majority,dissent1,0.9582048654556274
a399,majority,dissent1,0.9245815277099609
a401,majority,dissent1,0.7594254016876221
a402,majority,dissent1,0.8929295539855957
a403,majority,dissent1,0.9427791833877563
a404,majority,dissent1,0.9536731839179993
a405,majority,dissent1,0.9605291485786438
a409,majority,dissent1,0.6328513622283936
a410,majority,dissent1,0.6792846322059631
a411,majority,dissent1,0.8916049599647522
a412,majority,dissent1,0.9018527269363403
a413,majority,dissent1,0.9483578205108643
a414,majority,dissent1,0.908854603767395
a415,majority,dissent1,0.9491280913352966
a415,majority,dissent2,0.8706809282302856
a418,majority,dissent1,0.674943745136261
a420,majority,dissent1,0.9009274244308472
a421,majority,dissent1,0.7750422954559326
a422,majority,dissent1,0.8299317359924316
a423,majority,dissent1,0.8886615037918091
a424,majority,dissent1,0.9423595666885376
a425,majority,dissent1,0.8973182439804077
a426,majority,dissent1,0.8988065719604492
a428,majority,dissent1,0.9150716066360474
a429,majority,dissent1,0.8800439834594727
a430,majority,dissent1,0.7293968200683594
a431,majority,dissent1,0.7407673001289368
a434,majority,dissent1,0.8440896272659302
a435,majority,dissent1,0.808876633644104
a436,majority,dissent1,0.9392338991165161
a437,majority,dissent1,0.8984484672546387
a438,majority,dissent1,0.9185682535171509
a439,majority,dissent1,0.9618217945098877
a439,majority,dissent2,0.6747454404830933
a440,majority,dissent1,0.6138782501220703
a440,majority,dissent2,0.8711789846420288
a440,majority,dissent3,0.8394525647163391
a440,majority,dissent4,0.5835025310516357
a441,majority,dissent1,0.9485573172569275
a443,majority,dissent1,0.8751677870750427
a444,majority,dissent1,0.6482561230659485
a445,majority,dissent1,0.894949734210968
a446,majority,dissent1,0.9046334028244019
a448,majority,dissent1,0.9148816466331482
a450,majority,dissent1,0.9641371369361877
a451,majority,dissent1,0.8244565725326538
a452,majority,dissent1,0.9621593952178955
a453,majority,dissent1,0.5417072772979736
a454,majority,dissent1,0.65908282995224
a455,majority,dissent1,0.9627386331558228
a456,majority,dissent1,0.9290944337844849
a456,majority,dissent2,0.8151590824127197
a457,majority,dissent1,0.9481786489486694
a459,majority,dissent1,0.9058040380477905
a460,majority,dissent1,0.891495943069458
a461,majority,dissent1,0.8645139932632446
a462,majority,dissent1,0.8497149348258972
a463,majority,dissent1,0.9057171940803528
a467,majority,dissent1,0.6907138824462891
a468,majority,dissent1,0.8783671855926514
a469,majority,dissent1,0.9173305034637451
a470,majority,dissent1,0.9141107201576233
a471,majority,dissent1,0.903408944606781
a472,majority,dissent1,0.8007310628890991
a473,majority,dissent1,0.7547709941864014
a473,majority,dissent2,0.6708104610443115
a474,majority,dissent1,0.6827291250228882
a474,majority,dissent2,0.7223647832870483
a475,majority,dissent1,0.8981946706771851
a477,majority,dissent1,0.8134388327598572
a478,majority,dissent1,0.8791860938072205
a482,majority,dissent1,0.7536546587944031
a483,majority,dissent1,0.9723596572875977
a485,majority,dissent1,0.9058380722999573
a486,majority,dissent1,0.8316438794136047
a487,majority,dissent1,0.47260522842407227
a488,majority,dissent1,0.8752142190933228
a489,majority,dissent1,0.9616157412528992
a490,majority,dissent1,0.9133658409118652
a491,majority,dissent1,0.9431430101394653
a492,majority,dissent1,0.9288820028305054
a493,majority,dissent1,0.9303833246231079
a495,majority,dissent1,0.743654727935791
a495,majority,dissent2,0.9214218854904175
a497,majority,dissent1,0.9587870836257935
a498,majority,dissent1,0.6986925601959229
a499,majority,dissent1,0.5841485261917114
a499,majority,dissent2,0.7464837431907654
a500,majority,dissent1,0.8127845525741577
a502,majority,dissent1,0.8281219005584717
a503,majority,dissent1,0.9441709518432617
a504,majority,dissent1,0.9434007406234741
a505,majority,dissent1,0.8661705255508423
a506,majority,dissent1,0.9731554985046387
a507,majority,dissent1,0.9008365869522095
a508,majority,dissent1,0.9328922033309937
a509,majority,dissent1,0.9589216709136963
a510,majority,dissent1,0.9163461923599243
a511,majority,dissent1,0.7848706841468811
a512,majority,dissent1,0.6572479009628296
a512,majority,dissent2,0.9057043790817261
a513,majority,dissent1,0.9759195446968079
a514,majority,dissent1,0.9332114458084106
a515,majority,dissent1,0.5713849067687988
a516,majority,dissent1,0.926964521408081
a517,majority,dissent1,0.9094992876052856
a518,majority,dissent1,0.9183555841445923
a520,majority,dissent1,0.9007120728492737
a520,majority,dissent2,0.8661395311355591
a521,majority,dissent1,0.806572437286377
a521,majority,dissent2,0.8805375099182129
a522,majority,dissent1,0.7974892854690552
a522,majority,dissent2,0.9101252555847168
a523,majority,dissent1,0.893743097782135
a525,majority,dissent1,0.7426891326904297
a525,majority,dissent2,0.7164729237556458
a526,majority,dissent1,0.6459534764289856
a527,majority,dissent1,0.9331110715866089
a528,majority,dissent1,0.6763774752616882
a529,majority,dissent1,0.9023877382278442
a530,majority,dissent1,0.9258692860603333
a531,majority,dissent1,0.8756372928619385
a532,majority,dissent1,0.7903718948364258
a533,majority,dissent1,0.9337671995162964
a534,majority,dissent1,0.8075571060180664
a535,majority,dissent1,0.8873450756072998
a536,majority,dissent1,0.8956574201583862
a537,majority,dissent1,0.9290480017662048
a539,majority,dissent1,0.9226336479187012
a540,majority,dissent1,0.9148417711257935
a543,majority,dissent1,0.9494086503982544
a544,majority,dissent1,0.9552531838417053
a545,majority,dissent1,0.7734467387199402
a546,majority,dissent1,0.9047407507896423
a547,majority,dissent1,0.8907430171966553
a548,majority,dissent1,0.8985413908958435
a551,majority,dissent1,0.9332630634307861
a553,majority,dissent1,0.9616873264312744
a553,majority,dissent2,0.9213353395462036
a554,majority,dissent1,0.9602800607681274
a555,majority,dissent1,0.9406833648681641
a556,majority,dissent1,0.8929583430290222
a556,majority,dissent2,0.8889097571372986
a557,majority,dissent1,0.9329268932342529
a557,majority,dissent2,0.8902071714401245
a558,majority,dissent1,0.9467394351959229
a558,majority,dissent2,0.8109385371208191
a559,majority,dissent1,0.713312029838562
a560,majority,dissent1,0.8018659949302673
a561,majority,dissent1,0.829159677028656
a562,majority,dissent1,0.8849310874938965
a562,majority,dissent2,0.9497419595718384
a563,majority,dissent1,0.8863849639892578
a564,majority,dissent1,0.941034197807312
a565,majority,dissent1,0.572622537612915
a567,majority,dissent1,0.7867662310600281
a568,majority,dissent1,0.7973822951316833
a569,majority,dissent1,0.9599813222885132
a570,majority,dissent1,0.8872379064559937
a570,majority,dissent2,0.9061798453330994
a571,majority,dissent1,0.9753844738006592
a571,majority,dissent2,0.6622474789619446
a572,majority,dissent1,0.9530203342437744
a572,majority,dissent2,0.7958205938339233
a573,majority,dissent1,0.7574392557144165
a577,majority,dissent1,0.936066746711731
a578,majority,dissent1,0.9419716596603394
a579,majority,dissent1,0.9299426078796387
a580,majority,dissent1,0.6230800151824951
a581,majority,dissent1,0.9348881244659424
a582,majority,dissent1,0.9230273962020874
a585,majority,dissent1,0.905559778213501
a587,majority,dissent1,0.9228240251541138
a588,majority,dissent1,0.885955274105072
a589,majority,dissent1,0.9510366916656494
a590,majority,dissent1,0.6937610507011414
a591,majority,dissent1,0.9238704442977905
a591,majority,dissent2,0.9160573482513428
a592,majority,dissent1,0.8381503820419312
a593,majority,dissent1,0.9162731170654297
a594,majority,dissent1,0.9690796136856079
a594,majority,dissent2,0.9079363346099854
a595,majority,dissent1,0.9467333555221558
a598,majority,dissent1,0.8285602331161499
a598,majority,dissent2,0.8640475869178772
a599,majority,dissent1,0.6940635442733765
a599,majority,dissent2,0.8378371596336365
a599,majority,dissent3,0.853073000907898
a600,majority,dissent1,0.8696497678756714
a600,majority,dissent2,0.7229821681976318
a600,majority,dissent3,0.8841475248336792
a601,majority,dissent1,0.7110313773155212
a602,majority,dissent1,0.911253809928894
a603,majority,dissent1,0.9358068108558655
a604,majority,dissent1,0.9382945895195007
a605,majority,dissent1,0.8229576945304871
a606,majority,dissent1,0.9475290775299072
a607,majority,dissent1,0.7041466236114502
a611,majority,dissent1,0.6432585716247559
a614,majority,dissent1,0.8205106258392334
a616,majority,dissent1,0.8211348056793213
a616,majority,dissent2,0.9261206984519958
a617,majority,dissent1,0.9194256067276001
a618,majority,dissent1,0.8255153894424438
a619,majority,dissent1,0.8661876320838928
a620,majority,dissent1,0.9264904260635376
a621,majority,dissent1,0.8618056774139404
a621,majority,dissent2,0.518150806427002
a622,majority,dissent1,0.893061637878418
a623,majority,dissent1,0.8137694001197815
a623,majority,dissent2,0.9266575574874878
a624,majority,dissent1,0.8201731443405151
a625,majority,dissent1,0.8864092826843262
a626,majority,dissent1,0.8659029006958008
a628,majority,dissent1,0.9140625
a629,majority,dissent1,0.8499064445495605
a630,majority,dissent1,0.9328932762145996
a630,majority,dissent2,0.9769636392593384
a633,majority,dissent1,0.9651380777359009
a635,majority,dissent1,0.91716468334198
a636,majority,dissent1,0.8939535021781921
a637,majority,dissent1,0.9560660123825073
a638,majority,dissent1,0.9480390548706055
a639,majority,dissent1,0.8601319789886475
a640,majority,dissent1,0.917278528213501
a640,majority,dissent2,0.8865610361099243
a641,majority,dissent1,0.8608500361442566
a642,majority,dissent1,0.8857751488685608
a644,majority,dissent1,0.9397774934768677
a645,majority,dissent1,0.95637047290802
a647,majority,dissent1,0.8700907230377197
a648,majority,dissent1,0.9418071508407593
a649,majority,dissent1,0.890857458114624
a649,majority,dissent2,0.9389601349830627
a650,majority,dissent1,0.9300491809844971
a651,majority,dissent1,0.7620450258255005
a652,majority,dissent1,0.9698891639709473
a653,majority,dissent1,0.9450539350509644
a656,majority,dissent1,0.6782993674278259
a658,majority,dissent1,0.9498999714851379
a659,majority,dissent1,0.9423540234565735
a660,majority,dissent1,0.9451775550842285
a660,majority,dissent2,0.7263249158859253
a662,majority,dissent1,0.8784865140914917
a663,majority,dissent1,0.8771131038665771
a665,majority,dissent1,0.8355201482772827
a666,majority,dissent1,0.8928046226501465
a666,majority,dissent2,0.8124500513076782
a667,majority,dissent1,0.8669317960739136
a670,majority,dissent1,0.8959475755691528
a672,majority,dissent1,0.9422653913497925
a674,majority,dissent1,0.9316856861114502
a675,majority,dissent1,0.946605920791626
a676,majority,dissent1,0.9404906034469604
a677,majority,dissent1,0.9076002836227417
a677,majority,dissent2,0.9250426292419434
a677,majority,dissent3,0.7098437547683716
a678,majority,dissent1,0.798046886920929
a679,majority,dissent1,0.8926016092300415
a680,majority,dissent1,0.8925098776817322
a683,majority,dissent1,0.7055745124816895
a684,majority,dissent1,0.9302809238433838
a685,majority,dissent1,0.8824977874755859
a686,majority,dissent1,0.8691424131393433
a687,majority,dissent1,0.7615374326705933
a691,majority,dissent1,0.9591096639633179
a692,majority,dissent1,0.9547795057296753
a693,majority,dissent1,0.49342167377471924
a694,majority,dissent1,0.9441826939582825
a695,majority,dissent1,0.9006231427192688
a695,majority,dissent2,0.8943688869476318
a695,majority,dissent3,0.9343693852424622
a696,majority,dissent1,0.8605574369430542
a697,majority,dissent1,0.7087516188621521
a698,majority,dissent1,0.8440793752670288
a701,majority,dissent1,0.8094905018806458
a701,majority,dissent2,0.7792086601257324
a702,majority,dissent1,0.9082822799682617
a706,majority,dissent1,0.8179219961166382
a707,majority,dissent1,0.758368730545044
a707,majority,dissent2,0.9059506058692932
a709,majority,dissent1,0.9499439001083374
a710,majority,dissent1,0.9116655588150024
a711,majority,dissent1,0.9550330638885498
a712,majority,dissent1,0.9363068342208862
a713,majority,dissent1,0.9800435304641724
a714,majority,dissent1,0.9118920564651489
a714,majority,dissent2,0.8811459541320801
a715,majority,dissent1,0.9227473735809326
a716,majority,dissent1,0.9332330226898193
a717,majority,dissent1,0.8426456451416016
a717,majority,dissent2,0.964457631111145
a718,majority,dissent1,0.6424311399459839
a719,majority,dissent1,0.938616156578064
a720,majority,dissent1,0.5770014524459839
a721,majority,dissent1,0.7882024645805359
a722,majority,dissent1,0.6315791010856628
a723,majority,dissent1,0.8978348970413208
a723,majority,dissent2,0.9468881487846375
a724,majority,dissent1,0.9346086978912354
a725,majority,dissent1,0.8534027338027954
a726,majority,dissent1,0.6876701712608337
a726,majority,dissent2,0.941146969795227
a727,majority,dissent1,0.940051257610321
a728,majority,dissent1,0.9346998929977417
a729,majority,dissent1,0.9672951698303223
a729,majority,dissent2,0.9208582639694214
a730,majority,dissent1,0.9222169518470764
a730,majority,dissent2,0.8391953706741333
a731,majority,dissent1,0.9370745420455933
a731,majority,dissent2,0.8466368913650513
a733,majority,dissent1,0.9586068391799927
a734,majority,dissent1,0.9584413766860962
a736,majority,dissent1,0.9651665687561035
a737,majority,dissent1,0.9210522174835205
a737,majority,dissent2,0.6452237367630005
a738,majority,dissent1,0.9636753797531128
a740,majority,dissent1,0.908374547958374
a741,majority,dissent1,0.9306035041809082
a741,majority,dissent2,0.9470449686050415
a742,majority,dissent1,0.9369237422943115
a743,majority,dissent1,0.8650305271148682
a745,majority,dissent1,0.939264714717865
a747,majority,dissent1,0.9111997485160828
a748,majority,dissent1,0.7851024270057678
a749,majority,dissent1,0.8621852993965149
a749,majority,dissent2,0.8553670644760132
a749,majority,dissent3,0.9387186765670776
a750,majority,dissent1,0.9646373391151428
a751,majority,dissent1,0.8983025550842285
a752,majority,dissent1,0.935362696647644
a753,majority,dissent1,0.9275938272476196
a754,majority,dissent1,0.7295985221862793
a754,majority,dissent2,0.9172171950340271
a755,majority,dissent1,0.9432966113090515
a756,majority,dissent1,0.8927171230316162
a757,majority,dissent1,0.9300680160522461
a758,majority,dissent1,0.923844575881958
a761,majority,dissent1,0.952768087387085
a762,majority,dissent1,0.9519023299217224
a763,majority,dissent1,0.9264628887176514
a764,majority,dissent1,0.912331759929657
a765,majority,dissent1,0.8648767471313477
a767,majority,dissent1,0.9355674982070923
a768,majority,dissent1,0.8686718940734863
a769,majority,dissent1,0.9163075089454651
a770,majority,dissent1,0.7526999115943909
a770,majority,dissent2,0.8125624656677246
a771,majority,dissent1,0.9237676858901978
a772,majority,dissent1,0.8610996603965759
a773,majority,dissent1,0.9437252879142761
a775,majority,dissent1,0.9287300705909729
