case_key,majority_opinion_label,dissent_opinion_label,kl_divergence
a142,majority,dissent1,2.3927801571831635
a143,majority,dissent1,1.6975582050105422
a144,majority,dissent1,1.878143026103632
a144,majority,dissent2,1.0661759359053082
a145,majority,dissent1,1.2383714041335858
a147,majority,dissent1,1.5052104170309273
a148,majority,dissent1,0.3331499908971992
a149,majority,dissent1,2.758119584181144
a149,majority,dissent2,1.919003868220429
a151,majority,dissent1,1.915272457544082
a151,majority,dissent2,1.5366370061285957
a152,majority,dissent1,2.39051664270204
a152,majority,dissent2,3.126330038951924
a153,majority,dissent1,1.4691760123538715
a154,majority,dissent1,2.0209018743956695
a154,majority,dissent2,3.0040994136123897
a155,majority,dissent1,1.864676511487184
a156,majority,dissent1,1.425450439900596
a157,majority,dissent1,2.624667558582639
a157,majority,dissent2,1.5934053324485362
a158,majority,dissent1,3.817713287058769
a160,majority,dissent1,1.4812323656260966
a161,majority,dissent1,2.7549341320162704
a162,majority,dissent1,3.1985038046020122
a162,majority,dissent2,2.3693904418596867
a163,majority,dissent1,0.6399914565386814
a163,majority,dissent2,4.103243901334624
a164,majority,dissent1,3.866055956367395
a165,majority,dissent1,1.7596545694952306
a166,majority,dissent1,3.7304122837106504
a168,majority,dissent1,2.0106072018585213
a169,majority,dissent1,1.5068675649590417
a170,majority,dissent1,5.336571191306183
a171,majority,dissent1,1.524505488265117
a173,majority,dissent1,1.7552620872943572
a175,majority,dissent1,1.333122850353858
a177,majority,dissent1,0.4662428282956862
a178,majority,dissent1,2.62423684809073
a178,majority,dissent2,2.8459628861334796
a180,majority,dissent1,4.353374134946455
a181,majority,dissent1,3.0847336347058842
a182,majority,dissent1,6.3973112242104415
a183,majority,dissent1,0.7357837529886897
a184,majority,dissent1,6.348161047842564
a184,majority,dissent2,1.799317912152154
a184,majority,dissent3,2.500476107676361
a185,majority,dissent1,0.8033475217595217
a185,majority,dissent2,0.2769179424721693
a185,majority,dissent3,0.32516359803058525
a185,majority,dissent4,2.0389230163603953
a186,majority,dissent1,3.659202625511289
a187,majority,dissent1,2.1764239354814747
a191,majority,dissent1,0.9605885514267478
a191,majority,dissent2,1.3286726240180238
a191,majority,dissent3,2.664125017168325
a192,majority,dissent1,2.051237142240823
a193,majority,dissent1,1.168127403921107
a194,majority,dissent1,2.6235611348427668
a195,majority,dissent1,3.437496914515278
a196,majority,dissent1,1.0712292301877002
a197,majority,dissent1,1.8230236759516738
a197,majority,dissent2,1.490443107649412
a198,majority,dissent1,1.4081571782980913
a198,majority,dissent2,3.934976060059305
a199,majority,dissent1,1.0750796785423586
a200,majority,dissent1,0.9717552522714107
a201,majority,dissent1,1.7910957143302482
a201,majority,dissent2,1.5604550631112049
a201,majority,dissent3,4.126320159275172
a201,majority,dissent4,1.2755779795524107
a202,majority,dissent1,1.4472545956076872
a202,majority,dissent2,2.1284398383800553
a202,majority,dissent3,0.8849798527340074
a203,majority,dissent1,1.9215991012382139
a204,majority,dissent1,1.970305294169796
a204,majority,dissent2,2.0926873900662866
a205,majority,dissent1,0.9731705996704072
a206,majority,dissent1,0.9611601461603068
a207,majority,dissent1,0.8946703451711049
a208,majority,dissent1,4.849312485789233
a209,majority,dissent1,3.988569206275743
a212,majority,dissent1,0.25997863898849227
a213,majority,dissent1,0.9712774016113882
a214,majority,dissent1,3.063862547052989
a214,majority,dissent2,3.309677030568829
a214,majority,dissent3,1.1604016080305823
a215,majority,dissent1,1.0196144972996082
a216,majority,dissent1,1.6083597189264052
a223,majority,dissent1,2.689280807092914
a223,majority,dissent2,0.7869568070115462
a224,majority,dissent1,0.57894889496866
a225,majority,dissent1,4.966549985143237
a225,majority,dissent2,2.995399834722455
a226,majority,dissent1,0.7991298191482646
a226,majority,dissent2,1.068533168492983
a227,majority,dissent1,3.3216707983011218
a228,majority,dissent1,1.8945164578273315
a229,majority,dissent1,2.9524531918329635
a230,majority,dissent1,1.1092614214562013
a232,majority,dissent1,0.2815153341924019
a234,majority,dissent1,2.4956181679502585
a237,majority,dissent1,3.882625048429049
a238,majority,dissent1,1.720364804667534
a238,majority,dissent2,1.7799323805906273
a239,majority,dissent1,2.6728912118504544
a241,majority,dissent1,1.1220375627102666
a242,majority,dissent1,0.4674191468573454
a243,majority,dissent1,2.6343814531879763
a245,majority,dissent1,0.6219030873376242
a246,majority,dissent1,1.8046756784695133
a246,majority,dissent2,1.6697666200687888
a248,majority,dissent1,2.9130262391193935
a249,majority,dissent1,1.7030429259103583
a250,majority,dissent1,3.9857357270294944
a251,majority,dissent1,0.3641297652633142
a251,majority,dissent2,1.7860252444566465
a252,majority,dissent1,1.3662620952022955
a253,majority,dissent1,1.6684515007950718
a254,majority,dissent1,2.487530560590424
a255,majority,dissent1,1.8539854096437225
a256,majority,dissent1,1.1064035821741152
a259,majority,dissent1,2.337966297615593
a263,majority,dissent1,1.169694587072628
a264,majority,dissent1,1.6727087666107572
a264,majority,dissent2,1.5086670434669451
a265,majority,dissent1,1.7393510519776585
a265,majority,dissent2,1.6123006093939607
a270,majority,dissent1,2.2467840748481294
a271,majority,dissent1,1.8940596634850264
a272,majority,dissent1,1.2219897419242884
a273,majority,dissent1,1.2819829832729392
a274,majority,dissent1,2.538179974128951
a277,majority,dissent1,2.2004470727084557
a278,majority,dissent1,4.011634569621695
a279,majority,dissent1,2.0364002637200147
a280,majority,dissent1,1.5495652429066862
a281,majority,dissent1,3.0741556891047814
a283,majority,dissent1,0.7727132944961135
a284,majority,dissent1,1.309031840605881
a285,majority,dissent1,1.0716275930877504
a285,majority,dissent2,0.679667050326672
a286,majority,dissent1,0.5973010818043775
a288,majority,dissent1,5.505894037710813
a289,majority,dissent1,2.341899048960735
a293,majority,dissent1,0.9075804357180416
a293,majority,dissent2,8.196455867494121
a294,majority,dissent1,1.811448223833503
a295,majority,dissent1,1.0813019703027762
a296,majority,dissent1,2.8106551273395834
a297,majority,dissent1,2.087069172074715
a298,majority,dissent1,2.996956161730666
a298,majority,dissent2,3.3757092467304486
a298,majority,dissent3,2.304741724815838
a299,majority,dissent1,1.3420253056756366
a300,majority,dissent1,2.077702945910372
a301,majority,dissent1,0.30449220523058396
a301,majority,dissent2,1.2958629725554853
a301,majority,dissent3,2.3898747219595546
a302,majority,dissent1,1.2538537536764398
a303,majority,dissent1,2.393047746705408
a305,majority,dissent1,3.1719120282377626
a306,majority,dissent1,1.510227908448596
a307,majority,dissent1,2.1734808465903073
a309,majority,dissent1,0.9978875629374148
a310,majority,dissent1,2.9690436984974715
a311,majority,dissent1,0.9346580443707222
a312,majority,dissent1,1.7283808698195762
a313,majority,dissent1,0.840739518506707
a314,majority,dissent1,4.599108875515013
a315,majority,dissent1,1.288034375691732
a316,majority,dissent1,0.9990373365177359
a317,majority,dissent1,2.029433202014357
a317,majority,dissent2,1.6119363847577262
a321,majority,dissent1,0.6884825715494899
a322,majority,dissent1,0.9608301782134788
a323,majority,dissent1,4.97914224466931
a323,majority,dissent2,3.625199376863204
a324,majority,dissent1,3.204610954257994
a324,majority,dissent2,2.3890186064643704
a324,majority,dissent3,2.118741342148872
a326,majority,dissent1,1.8873838879830265
a328,majority,dissent1,1.0504982862589674
a329,majority,dissent1,1.0323603457725088
a330,majority,dissent1,1.2034179883174088
a331,majority,dissent1,4.155345750688126
a331,majority,dissent2,4.166854149901909
a332,majority,dissent1,1.081202700778237
a333,majority,dissent1,1.7091061104343195
a334,majority,dissent1,1.2807036456095764
a335,majority,dissent1,1.246634482633902
a336,majority,dissent1,1.5375807001421005
a337,majority,dissent1,1.924616229297836
a338,majority,dissent1,1.4630887638644359
a341,majority,dissent1,1.9230561797945496
a343,majority,dissent1,2.0250740642355107
a343,majority,dissent2,1.8511450225365869
a343,majority,dissent3,2.6852976717593773
a344,majority,dissent1,1.6490935244631006
a344,majority,dissent2,1.3611344267840926
a345,majority,dissent1,5.3608420668176295
a346,majority,dissent1,1.8912011751563416
a346,majority,dissent2,2.2782582841898593
a347,majority,dissent1,5.1669651693057865
a348,majority,dissent1,1.2841588777978725
a348,majority,dissent2,1.5971016321772438
a349,majority,dissent1,1.3171186861566355
a350,majority,dissent1,1.6507272985962553
a351,majority,dissent1,0.2595868436895039
a351,majority,dissent2,0.16325834477424597
a352,majority,dissent1,0.8077695788910906
a353,majority,dissent1,1.951220848396661
a356,majority,dissent1,0.8223675733174549
a357,majority,dissent1,2.314782042379184
a358,majority,dissent1,0.3504599158310813
a359,majority,dissent1,2.6152178839209608
a359,majority,dissent2,0.6977062884737313
a360,majority,dissent1,2.6797547422870385
a361,majority,dissent1,1.1387570332939732
a362,majority,dissent1,0.4955746655104154
a363,majority,dissent1,0.695541637399721
a366,majority,dissent1,0.7300474035449419
a366,majority,dissent2,0.5636475413684379
a367,majority,dissent1,1.311919896599892
a368,majority,dissent1,0.36361380887345124
a368,majority,dissent2,0.3140756156502216
a369,majority,dissent1,1.4586475319006555
a369,majority,dissent2,4.341633344118062
a370,majority,dissent1,3.7868502681252396
a371,majority,dissent1,1.7047157305168092
a371,majority,dissent2,1.5411502589294463
a372,majority,dissent1,1.8377668807622252
a373,majority,dissent1,3.295031683269413
a374,majority,dissent1,0.8470999903455698
a375,majority,dissent1,2.3280511409613
a376,majority,dissent1,3.7456253240429755
a377,majority,dissent1,2.7469772557399676
a378,majority,dissent1,3.1621051506768096
a379,majority,dissent1,0.13821656018654707
a380,majority,dissent1,1.5862069752466343
a381,majority,dissent1,2.602941073939037
a382,majority,dissent1,0.44288723061287427
a383,majority,dissent1,1.6664842127166906
a384,majority,dissent1,1.6466566162680698
a385,majority,dissent1,1.5863404966457826
a385,majority,dissent2,2.99371023148497
a386,majority,dissent1,0.42254190602700226
a388,majority,dissent1,1.28873020680287
a389,majority,dissent1,1.0043274218435805
a389,majority,dissent2,4.081281959931985
a390,majority,dissent1,1.3816840635998295
a391,majority,dissent1,1.0190242409182604
a391,majority,dissent2,0.7415944506774541
a392,majority,dissent1,0.8890497704110257
a393,majority,dissent1,1.5882456744699485
a394,majority,dissent1,1.5183951895592016
a395,majority,dissent1,0.6913403022732928
a395,majority,dissent2,2.126787301646998
a396,majority,dissent1,1.4252270522134465
a397,majority,dissent1,3.9699556221239636
a397,majority,dissent2,0.6219077380762059
a398,majority,dissent1,1.935594338519468
a399,majority,dissent1,1.1512047618939212
a401,majority,dissent1,1.8539570238493548
a402,majority,dissent1,4.475154872522951
a403,majority,dissent1,1.4094301283925592
a404,majority,dissent1,0.11712603881761433
a405,majority,dissent1,0.8302989432299501
a409,majority,dissent1,3.1020559582598906
a410,majority,dissent1,6.529522764464719
a411,majority,dissent1,1.880026446240647
a412,majority,dissent1,1.264634782780531
a413,majority,dissent1,2.1048047796522855
a414,majority,dissent1,1.0465402420449168
a415,majority,dissent1,0.9742880139977025
a415,majority,dissent2,2.376678452101766
a418,majority,dissent1,1.546623248469182
a420,majority,dissent1,2.9734383898323316
a421,majority,dissent1,1.8589399002367804
a422,majority,dissent1,2.961179077302965
a423,majority,dissent1,2.8445346890005543
a424,majority,dissent1,2.353460701001515
a425,majority,dissent1,1.4689632767155283
a426,majority,dissent1,2.2549762229083616
a428,majority,dissent1,1.1612258765688728
a429,majority,dissent1,1.0533870819668674
a430,majority,dissent1,2.83758845104997
a431,majority,dissent1,2.5691809481837273
a434,majority,dissent1,1.9273554039017915
a435,majority,dissent1,6.061166812428279
a436,majority,dissent1,0.719904695165813
a437,majority,dissent1,2.1367975462442517
a438,majority,dissent1,1.2682458140849941
a439,majority,dissent1,0.18349255214860682
a439,majority,dissent2,0.9660747034877588
a440,majority,dissent1,2.627210768709627
a440,majority,dissent2,1.6982425520651665
a440,majority,dissent3,1.3237009821276762
a440,majority,dissent4,7.094133979802881
a441,majority,dissent1,1.026445339688942
a443,majority,dissent1,1.8451622712394107
a444,majority,dissent1,2.1913814297455723
a445,majority,dissent1,3.327930799368514
a446,majority,dissent1,0.8215451313221896
a448,majority,dissent1,1.282791016833437
a450,majority,dissent1,0.5203578170857693
a451,majority,dissent1,3.6529494337202806
a452,majority,dissent1,0.05272220181035098
a453,majority,dissent1,4.190558147323222
a454,majority,dissent1,3.9058375536231242
a455,majority,dissent1,0.29007699118793634
a456,majority,dissent1,0.6561460351534234
a456,majority,dissent2,2.1810798885201663
a457,majority,dissent1,0.5667958567284026
a459,majority,dissent1,0.7255299065108148
a460,majority,dissent1,1.795802034993296
a461,majority,dissent1,4.279686848723868
a462,majority,dissent1,3.2968008459034936
a463,majority,dissent1,1.9276317411871333
a467,majority,dissent1,3.316512066394208
a468,majority,dissent1,2.8189271218670857
a469,majority,dissent1,0.8585026068691759
a470,majority,dissent1,2.299466929044987
a471,majority,dissent1,3.0782121172961716
a472,majority,dissent1,1.3381312895018374
a473,majority,dissent1,3.5990851696471915
a473,majority,dissent2,4.951062439443951
a474,majority,dissent1,2.740449323155276
a474,majority,dissent2,2.8371048280091395
a475,majority,dissent1,3.081851462851496
a477,majority,dissent1,2.9947009873436152
a478,majority,dissent1,1.9521525084542406
a482,majority,dissent1,0.40835493728555927
a483,majority,dissent1,0.7442861234682747
a485,majority,dissent1,2.13101195114485
a486,majority,dissent1,2.8300816248210285
a487,majority,dissent1,5.566394061857532
a488,majority,dissent1,0.7374288032868294
a489,majority,dissent1,0.652389976900662
a490,majority,dissent1,0.7272174914588219
a491,majority,dissent1,1.538109694917134
a492,majority,dissent1,0.7923203486899795
a493,majority,dissent1,1.3956492031650398
a495,majority,dissent1,6.541665385092853
a495,majority,dissent2,1.4442492245485565
a497,majority,dissent1,0.7064384861062517
a498,majority,dissent1,5.978524997205225
a499,majority,dissent1,2.46065823704627
a499,majority,dissent2,1.0422704923177837
a500,majority,dissent1,1.902426231505938
a502,majority,dissent1,3.707294388678157
a503,majority,dissent1,1.340835683202415
a504,majority,dissent1,0.43815711677053565
a505,majority,dissent1,2.407392479333674
a506,majority,dissent1,0.6304015499801923
a507,majority,dissent1,3.1578689136984472
a508,majority,dissent1,1.653655684429071
a509,majority,dissent1,1.4188129460415397
a510,majority,dissent1,0.8313322497350419
a511,majority,dissent1,1.5702052942587381
a512,majority,dissent1,5.77732633178729
a512,majority,dissent2,1.4324369470532787
a513,majority,dissent1,0.4328967657935617
a514,majority,dissent1,0.991459397966281
a515,majority,dissent1,4.291862382408502
a516,majority,dissent1,2.773080180812819
a517,majority,dissent1,1.1514780526022104
a518,majority,dissent1,1.263995046965196
a520,majority,dissent1,0.7053658033526492
a520,majority,dissent2,1.3953557738251465
a521,majority,dissent1,4.097733380173647
a521,majority,dissent2,3.5129875057814037
a522,majority,dissent1,3.093094287717817
a522,majority,dissent2,3.311377714013838
a523,majority,dissent1,1.7307841161133894
a525,majority,dissent1,4.642393557659694
a525,majority,dissent2,4.380282460553467
a526,majority,dissent1,3.752464276642035
a527,majority,dissent1,1.7209815880556127
a528,majority,dissent1,0.37461347462264294
a529,majority,dissent1,3.025166020533476
a530,majority,dissent1,0.5692894178024059
a531,majority,dissent1,1.9556201943139628
a532,majority,dissent1,1.8901653449437024
a533,majority,dissent1,0.4907088100861183
a534,majority,dissent1,3.3848675071413736
a535,majority,dissent1,1.1755965809986912
a536,majority,dissent1,3.115778352872862
a537,majority,dissent1,1.403374612016067
a539,majority,dissent1,0.875590017278939
a540,majority,dissent1,1.9095073004127054
a543,majority,dissent1,1.2988643457128992
a544,majority,dissent1,0.5239793829597621
a545,majority,dissent1,2.1774901729831297
a546,majority,dissent1,2.1772626884065014
a547,majority,dissent1,1.5824973921837724
a548,majority,dissent1,1.3668773213720204
a551,majority,dissent1,0.6182543850732788
a553,majority,dissent1,0.3274177735666753
a553,majority,dissent2,1.1188680490060428
a554,majority,dissent1,0.8596883967492583
a555,majority,dissent1,1.8262489120608643
a556,majority,dissent1,4.136269281015988
a556,majority,dissent2,4.395027072730969
a557,majority,dissent1,1.9509186278865975
a557,majority,dissent2,2.2340982887271554
a558,majority,dissent1,0.9398860486560917
a558,majority,dissent2,2.8190633665492952
a559,majority,dissent1,2.7020747663452602
a560,majority,dissent1,4.059788893572312
a561,majority,dissent1,1.3840174494760253
a562,majority,dissent1,2.0622030159229032
a562,majority,dissent2,1.0335719049958805
a563,majority,dissent1,2.1608126106981866
a564,majority,dissent1,1.2115024495177198
a565,majority,dissent1,1.6095351592257052
a567,majority,dissent1,5.134761408973472
a568,majority,dissent1,2.2621192768775966
a569,majority,dissent1,0.18244976010644354
a570,majority,dissent1,1.4709580115638048
a570,majority,dissent2,2.1861360003222825
a571,majority,dissent1,0.40665588960787713
a571,majority,dissent2,4.6391642762245535
a572,majority,dissent1,2.0890488563428438
a572,majority,dissent2,3.1668627279270645
a573,majority,dissent1,2.340843744472112
a577,majority,dissent1,1.053852409519779
a578,majority,dissent1,1.654384745959709
a579,majority,dissent1,1.7073051233533896
a580,majority,dissent1,1.4007246785759293
a581,majority,dissent1,1.1211574220275167
a582,majority,dissent1,0.5701433293318376
a585,majority,dissent1,2.510026221489649
a587,majority,dissent1,1.7951675867555112
a588,majority,dissent1,1.252628168156976
a589,majority,dissent1,0.9390396464365492
a590,majority,dissent1,3.144320423851286
a591,majority,dissent1,2.166277638286256
a591,majority,dissent2,4.345215541690046
a592,majority,dissent1,0.9242122899837564
a593,majority,dissent1,1.7180456144791272
a594,majority,dissent1,0.5386293913995875
a594,majority,dissent2,0.4888480991623739
a595,majority,dissent1,1.6668707339116868
a598,majority,dissent1,3.941326538610821
a598,majority,dissent2,2.248628646011115
a599,majority,dissent1,4.401869732892096
a599,majority,dissent2,1.8217918741528227
a599,majority,dissent3,3.355327891042255
a600,majority,dissent1,2.4049499760163875
a600,majority,dissent2,4.145156823414801
a600,majority,dissent3,3.0219929681157494
a601,majority,dissent1,2.910232793868781
a602,majority,dissent1,2.586512954118113
a603,majority,dissent1,1.6584683906053554
a604,majority,dissent1,0.5116415660461063
a605,majority,dissent1,2.4385795708298774
a606,majority,dissent1,1.771460052566498
a607,majority,dissent1,4.587785901181421
a611,majority,dissent1,3.7810994707842003
a614,majority,dissent1,1.7935788583667487
a616,majority,dissent1,2.9324330450384517
a616,majority,dissent2,1.8595791554003747
a617,majority,dissent1,0.2675719684452884
a618,majority,dissent1,2.2361154985750336
a619,majority,dissent1,2.1320305567948292
a620,majority,dissent1,0.7080402021952769
a621,majority,dissent1,4.279538864740251
a621,majority,dissent2,4.061532287989603
a622,majority,dissent1,3.3252626692783886
a623,majority,dissent1,1.7616748835234253
a623,majority,dissent2,0.9365777481502539
a624,majority,dissent1,0.8819811719782693
a625,majority,dissent1,1.6503945519278351
a626,majority,dissent1,1.5220013222434159
a628,majority,dissent1,0.8665400009854533
a629,majority,dissent1,0.38244865436363207
a630,majority,dissent1,0.5573907619987799
a630,majority,dissent2,0.14024362848935107
a633,majority,dissent1,0.566497022051562
a635,majority,dissent1,0.7758458413397938
a636,majority,dissent1,3.030795675118357
a637,majority,dissent1,0.7841539499275083
a638,majority,dissent1,0.8800383788669025
a639,majority,dissent1,1.266127883230996
a640,majority,dissent1,1.2495222046526842
a640,majority,dissent2,4.403762859560747
a641,majority,dissent1,1.0196820638703958
a642,majority,dissent1,1.2704237974528965
a644,majority,dissent1,2.3392761476077397
a645,majority,dissent1,1.170101819252165
a647,majority,dissent1,2.5820121646419754
a648,majority,dissent1,1.7314447644032196
a649,majority,dissent1,2.859331660695835
a649,majority,dissent2,1.136661844116164
a650,majority,dissent1,0.5829429616598689
a651,majority,dissent1,7.277289018139713
a652,majority,dissent1,0.307950956478221
a653,majority,dissent1,0.44327281383657025
a656,majority,dissent1,0.9146267422323097
a658,majority,dissent1,0.9946102225074909
a659,majority,dissent1,1.2569348016179829
a660,majority,dissent1,0.8518176746565289
a660,majority,dissent2,1.6149992498824925
a662,majority,dissent1,1.3273368115158488
a663,majority,dissent1,2.3223769879046476
a665,majority,dissent1,2.6052027024136475
a666,majority,dissent1,1.2841043639073593
a666,majority,dissent2,1.7338131614826464
a667,majority,dissent1,3.566003796729978
a670,majority,dissent1,1.9931412307391103
a672,majority,dissent1,0.7984474537903767
a674,majority,dissent1,0.6459451130598508
a675,majority,dissent1,0.8493844198381212
a676,majority,dissent1,0.4306450605752289
a677,majority,dissent1,1.8214552182797616
a677,majority,dissent2,1.996790071436486
a677,majority,dissent3,2.100034446342066
a678,majority,dissent1,1.8853120315179568
a679,majority,dissent1,2.205220199762035
a680,majority,dissent1,1.918840484562013
a683,majority,dissent1,2.478643427613528
a684,majority,dissent1,2.354116111378143
a685,majority,dissent1,2.5239666779587826
a686,majority,dissent1,1.526307639797786
a687,majority,dissent1,4.8938547737861535
a691,majority,dissent1,0.887885962372063
a692,majority,dissent1,1.2037313023885727
a693,majority,dissent1,5.426131537661968
a694,majority,dissent1,1.004559822651521
a695,majority,dissent1,2.3685953086558365
a695,majority,dissent2,2.2415561066622676
a695,majority,dissent3,0.8755852076639592
a696,majority,dissent1,2.9265137103760073
a697,majority,dissent1,1.9703058201574013
a698,majority,dissent1,5.08242543397833
a701,majority,dissent1,2.652365251635683
a701,majority,dissent2,2.4181094505018477
a702,majority,dissent1,0.8850003249665497
a706,majority,dissent1,3.0662135715479257
a707,majority,dissent1,6.070172118032941
a707,majority,dissent2,1.0761002002911477
a709,majority,dissent1,1.1422836993595054
a710,majority,dissent1,2.8559333991453792
a711,majority,dissent1,0.9929229959936466
a712,majority,dissent1,1.1247170652737242
a713,majority,dissent1,0.3536030225391844
a714,majority,dissent1,1.929801006254698
a714,majority,dissent2,1.9254434510839684
a715,majority,dissent1,1.1968728423577257
a716,majority,dissent1,1.0757081536303474
a717,majority,dissent1,3.713805429833314
a717,majority,dissent2,0.5825562108378287
a718,majority,dissent1,6.285046990076938
a719,majority,dissent1,0.6062931370126903
a720,majority,dissent1,4.318730763469588
a721,majority,dissent1,4.581819481953135
a722,majority,dissent1,5.887544956482503
a723,majority,dissent1,0.6506440990554578
a723,majority,dissent2,0.39129202556849274
a724,majority,dissent1,0.5836708830708212
a725,majority,dissent1,2.45890381300108
a726,majority,dissent1,1.8752067205964067
a726,majority,dissent2,1.4559409534109058
a727,majority,dissent1,0.9362814646192258
a728,majority,dissent1,2.327920826213833
a729,majority,dissent1,0.3687797575838152
a729,majority,dissent2,1.4875321735325546
a730,majority,dissent1,0.6582306349161154
a730,majority,dissent2,1.132443246356801
a731,majority,dissent1,1.007156937170973
a731,majority,dissent2,3.0541740214612454
a733,majority,dissent1,1.1543663722837718
a734,majority,dissent1,0.5677332762004419
a736,majority,dissent1,0.20375439503324044
a737,majority,dissent1,1.630706026012269
a737,majority,dissent2,6.91991694163268
a738,majority,dissent1,0.544367707842292
a740,majority,dissent1,1.7485698719327134
a741,majority,dissent1,0.6488358744759917
a741,majority,dissent2,1.996869718096881
a742,majority,dissent1,1.7978642574239954
a743,majority,dissent1,0.5331336511759934
a745,majority,dissent1,1.2702637146665807
a747,majority,dissent1,0.4969439889776854
a748,majority,dissent1,1.6464141344453112
a749,majority,dissent1,1.646836661213121
a749,majority,dissent2,1.8188973179437546
a749,majority,dissent3,1.994262186102804
a750,majority,dissent1,1.620480052506331
a751,majority,dissent1,0.7197646833873572
a752,majority,dissent1,1.3925679155682311
a753,majority,dissent1,1.010008991207412
a754,majority,dissent1,3.9495654684552206
a754,majority,dissent2,1.2598836440860108
a755,majority,dissent1,1.1159565971996845
a756,majority,dissent1,2.6004796786125794
a757,majority,dissent1,2.7645103747455666
a758,majority,dissent1,0.6539976986781307
a761,majority,dissent1,0.3276035130112644
a762,majority,dissent1,1.946670435435312
a763,majority,dissent1,1.657134127414865
a764,majority,dissent1,1.6092708798648088
a765,majority,dissent1,0.8664388932831002
a767,majority,dissent1,1.5182022332607277
a768,majority,dissent1,0.7116870016527695
a769,majority,dissent1,1.4985034137062236
a770,majority,dissent1,3.1519844411011997
a770,majority,dissent2,1.4295174633729342
a771,majority,dissent1,0.18365171948311335
a772,majority,dissent1,5.204727205254828
a773,majority,dissent1,1.4837891258672382
a775,majority,dissent1,2.5069787291622605
a775,majority,dissent2,2.3228460106029094
a776,majority,dissent1,5.7002085142147365
a777,majority,dissent1,2.1498892345448897
a778,majority,dissent1,0.6104270197807413
a779,majority,dissent1,2.0019160512218095
a780,majority,dissent1,1.3918656324755427
a781,majority,dissent1,1.4480823976954194
