case_key,majority_opinion_label,dissent_opinion_label,cosine_similarity
a162,majority,dissent1,0.2321107
a162,majority,dissent2,0.48068994
a163,majority,dissent1,0.69183326
a163,majority,dissent2,0.47064763
a164,majority,dissent1,0.5662133
a165,majority,dissent1,0.8058429
a166,majority,dissent1,0.7375932
a168,majority,dissent1,0.80191386
a169,majority,dissent1,0.79317266
a170,majority,dissent1,0.6247143
a171,majority,dissent1,0.5896996
a173,majority,dissent1,0.77852917
a175,majority,dissent1,0.69287395
a177,majority,dissent1,0.81759083
a178,majority,dissent1,0.4651984
a178,majority,dissent2,0.46918982
a180,majority,dissent1,0.69574255
a181,majority,dissent1,0.5543492
a182,majority,dissent1,0.5145335
a183,majority,dissent1,0.83260405
a184,majority,dissent1,0.36151043
a184,majority,dissent2,0.648149
a184,majority,dissent3,0.5099772
a185,majority,dissent1,0.66961086
a185,majority,dissent2,0.82822406
a185,majority,dissent3,0.47421592
a185,majority,dissent4,0.4150768
a186,majority,dissent1,0.7109865
a187,majority,dissent1,0.71311605
a191,majority,dissent1,0.7783936
a191,majority,dissent2,0.79809785
a191,majority,dissent3,0.5833413
a192,majority,dissent1,0.82503843
a193,majority,dissent1,0.6470456
a194,majority,dissent1,0.6623199
a195,majority,dissent1,0.6407175
a196,majority,dissent1,0.75709504
a197,majority,dissent1,0.64630246
a197,majority,dissent2,0.658881
a198,majority,dissent1,0.65506005
a198,majority,dissent2,0.63282835
a199,majority,dissent1,0.69973963
a200,majority,dissent1,0.7132623
a201,majority,dissent1,0.7312375
a201,majority,dissent2,0.8034976
a201,majority,dissent3,0.54574263
a201,majority,dissent4,0.80255526
a202,majority,dissent1,0.73966205
a202,majority,dissent2,0.8282449
a202,majority,dissent3,0.6751033
a203,majority,dissent1,0.63488793
a204,majority,dissent1,0.7538259
a204,majority,dissent2,0.64346355
a205,majority,dissent1,0.74559426
a206,majority,dissent1,0.71241724
a207,majority,dissent1,0.81195784
a208,majority,dissent1,0.39085734
a209,majority,dissent1,0.5648159
a212,majority,dissent1,0.8449837
a213,majority,dissent1,0.7495717
a214,majority,dissent1,0.5189042
a214,majority,dissent2,0.59886557
a214,majority,dissent3,0.7749822
a215,majority,dissent1,0.68449867
a216,majority,dissent1,0.6707363
a223,majority,dissent1,0.62880343
a223,majority,dissent2,0.70892465
a224,majority,dissent1,0.5529292
a225,majority,dissent1,0.53781676
a225,majority,dissent2,0.4624843
a226,majority,dissent1,0.69779754
a226,majority,dissent2,0.5845487
a227,majority,dissent1,0.50396407
a228,majority,dissent1,0.620076
a229,majority,dissent1,0.7022381
a230,majority,dissent1,0.7366422
a232,majority,dissent1,0.5276157
a234,majority,dissent1,0.62835693
a237,majority,dissent1,0.54256296
a238,majority,dissent1,0.6687598
a238,majority,dissent2,0.41135424
a239,majority,dissent1,0.6512697
a241,majority,dissent1,0.5972174
a242,majority,dissent1,0.74776113
a243,majority,dissent1,0.71215653
a245,majority,dissent1,0.7043419
a246,majority,dissent1,0.7072703
a246,majority,dissent2,0.6736136
a248,majority,dissent1,0.6029421
a249,majority,dissent1,0.68271744
a250,majority,dissent1,0.45754713
a251,majority,dissent1,0.79747665
a251,majority,dissent2,0.54970837
a252,majority,dissent1,0.70207477
a253,majority,dissent1,0.64405143
a254,majority,dissent1,0.6968872
a255,majority,dissent1,0.7270851
a256,majority,dissent1,0.80636454
a259,majority,dissent1,0.577262
a263,majority,dissent1,0.69704914
a264,majority,dissent1,0.67425954
a264,majority,dissent2,0.62687933
a265,majority,dissent1,0.62378716
a265,majority,dissent2,0.48289928
a270,majority,dissent1,0.7792368
a271,majority,dissent1,0.72049713
a272,majority,dissent1,0.6616729
a273,majority,dissent1,0.6035375
a274,majority,dissent1,0.5430331
a277,majority,dissent1,0.8565155
a278,majority,dissent1,0.6409676
a279,majority,dissent1,0.64288163
a280,majority,dissent1,0.6887872
a281,majority,dissent1,0.6847126
a283,majority,dissent1,0.8140023
a284,majority,dissent1,0.78909385
a285,majority,dissent1,0.74888015
a285,majority,dissent2,0.73378813
a286,majority,dissent1,0.880638
a288,majority,dissent1,0.403916
a289,majority,dissent1,0.72731704
a293,majority,dissent1,0.63680184
a293,majority,dissent2,0.42171502
a294,majority,dissent1,0.7996147
a295,majority,dissent1,0.8017547
a296,majority,dissent1,0.6200131
a297,majority,dissent1,0.69501466
a298,majority,dissent1,0.5494627
a298,majority,dissent2,0.62107706
a298,majority,dissent3,0.7410029
a299,majority,dissent1,0.87644535
a300,majority,dissent1,0.7047662
a301,majority,dissent1,0.80180776
a301,majority,dissent2,0.79557234
a301,majority,dissent3,0.694252
a302,majority,dissent1,0.7019136
a303,majority,dissent1,0.45566607
a305,majority,dissent1,0.6534889
a306,majority,dissent1,0.6790549
a307,majority,dissent1,0.71953607
a309,majority,dissent1,0.6516892
a310,majority,dissent1,0.6682356
a311,majority,dissent1,0.70418334
a312,majority,dissent1,0.67239517
a313,majority,dissent1,0.7728163
a314,majority,dissent1,0.47885734
a315,majority,dissent1,0.6900029
a316,majority,dissent1,0.65241206
a317,majority,dissent1,0.5865035
a317,majority,dissent2,0.68117917
a321,majority,dissent1,0.8178909
a322,majority,dissent1,0.83723867
a323,majority,dissent1,0.56886417
a323,majority,dissent2,0.72167647
a324,majority,dissent1,0.5614822
a324,majority,dissent2,0.6442765
a324,majority,dissent3,0.58844286
a326,majority,dissent1,0.73175675
a328,majority,dissent1,0.7303866
a329,majority,dissent1,0.6498108
a330,majority,dissent1,0.566069
a331,majority,dissent1,0.5199676
a331,majority,dissent2,0.45497048
a332,majority,dissent1,0.7847499
a333,majority,dissent1,0.72564316
a334,majority,dissent1,0.6795245
a335,majority,dissent1,0.6319876
a336,majority,dissent1,0.74411464
a337,majority,dissent1,0.6110872
a338,majority,dissent1,0.6839088
a341,majority,dissent1,0.7687193
a343,majority,dissent1,0.6723975
a343,majority,dissent2,0.66479933
a343,majority,dissent3,0.44693324
a344,majority,dissent1,0.56732917
a344,majority,dissent2,0.56446755
a345,majority,dissent1,0.75669396
a346,majority,dissent1,0.26154384
a346,majority,dissent2,0.6818778
a347,majority,dissent1,0.6955396
a348,majority,dissent1,0.69172907
a348,majority,dissent2,0.6028707
a349,majority,dissent1,0.6618438
a350,majority,dissent1,0.55448747
a351,majority,dissent1,0.7486463
a351,majority,dissent2,0.86425155
a352,majority,dissent1,0.6188201
a353,majority,dissent1,0.5013625
a356,majority,dissent1,0.7412931
a357,majority,dissent1,0.625711
a358,majority,dissent1,0.8566048
a359,majority,dissent1,0.6007044
a359,majority,dissent2,0.67938566
a360,majority,dissent1,0.81809187
a361,majority,dissent1,0.75351894
a362,majority,dissent1,0.8240947
a363,majority,dissent1,0.77435625
a366,majority,dissent1,0.6914677
a366,majority,dissent2,0.756436
a367,majority,dissent1,0.3862679
a368,majority,dissent1,0.6210427
a368,majority,dissent2,0.49864653
a369,majority,dissent1,0.65820676
a369,majority,dissent2,0.43149015
a370,majority,dissent1,0.6604336
a371,majority,dissent1,0.58227813
a371,majority,dissent2,0.63725495
a372,majority,dissent1,0.7935819
a373,majority,dissent1,0.6415371
a374,majority,dissent1,0.63257325
a375,majority,dissent1,0.70178825
a376,majority,dissent1,0.59822583
a377,majority,dissent1,0.4913634
a378,majority,dissent1,0.55072254
a379,majority,dissent1,0.8979417
a380,majority,dissent1,0.665606
a381,majority,dissent1,0.69564074
a382,majority,dissent1,0.75095654
a383,majority,dissent1,0.82872236
a384,majority,dissent1,0.8209106
a385,majority,dissent1,0.6409923
a385,majority,dissent2,0.697134
a386,majority,dissent1,0.8042292
a388,majority,dissent1,0.7529434
a389,majority,dissent1,0.63166964
a389,majority,dissent2,0.46147764
a390,majority,dissent1,0.7852752
a391,majority,dissent1,0.7973386
a391,majority,dissent2,0.75556576
a392,majority,dissent1,0.8691053
a393,majority,dissent1,0.61975676
a394,majority,dissent1,0.7504377
a395,majority,dissent1,0.8300645
a395,majority,dissent2,0.6942257
a396,majority,dissent1,0.7793086
a397,majority,dissent1,0.7126463
a397,majority,dissent2,0.6746878
a398,majority,dissent1,0.8004871
a399,majority,dissent1,0.79429483
a401,majority,dissent1,0.6356753
a402,majority,dissent1,0.5823096
a403,majority,dissent1,0.8098302
a404,majority,dissent1,0.82421273
a405,majority,dissent1,0.8142292
a409,majority,dissent1,0.3646437
a410,majority,dissent1,0.45932138
a411,majority,dissent1,0.6619717
a412,majority,dissent1,0.6895491
a413,majority,dissent1,0.72027814
a414,majority,dissent1,0.6955714
a415,majority,dissent1,0.8096651
a415,majority,dissent2,0.7638999
a418,majority,dissent1,0.49520323
a420,majority,dissent1,0.6745362
a421,majority,dissent1,0.48847324
a422,majority,dissent1,0.63852257
a423,majority,dissent1,0.71421295
a424,majority,dissent1,0.7160854
a425,majority,dissent1,0.6515068
a426,majority,dissent1,0.6073965
a428,majority,dissent1,0.59086883
a429,majority,dissent1,0.58510876
a430,majority,dissent1,0.43687922
a431,majority,dissent1,0.5321087
a434,majority,dissent1,0.7209873
a435,majority,dissent1,0.4745803
a436,majority,dissent1,0.7122314
a437,majority,dissent1,0.55766064
a438,majority,dissent1,0.7657192
a439,majority,dissent1,0.85632885
a439,majority,dissent2,0.6033825
a440,majority,dissent1,0.657639
a440,majority,dissent2,0.48388046
a440,majority,dissent3,0.56242085
a440,majority,dissent4,0.29850364
a441,majority,dissent1,0.8517922
a443,majority,dissent1,0.6869497
a444,majority,dissent1,0.58902746
a445,majority,dissent1,0.64557993
a446,majority,dissent1,0.6504072
a448,majority,dissent1,0.79173756
a450,majority,dissent1,0.8091857
a451,majority,dissent1,0.6478915
a452,majority,dissent1,0.89533454
a453,majority,dissent1,0.37190512
a454,majority,dissent1,0.360275
a455,majority,dissent1,0.9022523
a456,majority,dissent1,0.7628507
a456,majority,dissent2,0.6810615
a457,majority,dissent1,0.76110756
a459,majority,dissent1,0.8092885
a460,majority,dissent1,0.69482285
a461,majority,dissent1,0.5590848
a462,majority,dissent1,0.6455691
a463,majority,dissent1,0.65218365
a467,majority,dissent1,0.5908283
a468,majority,dissent1,0.7302175
a469,majority,dissent1,0.78636605
a470,majority,dissent1,0.6531002
a471,majority,dissent1,0.6738093
a472,majority,dissent1,0.58514714
a473,majority,dissent1,0.70741975
a473,majority,dissent2,0.6669488
a474,majority,dissent1,0.4876638
a474,majority,dissent2,0.64011204
a475,majority,dissent1,0.76077425
a477,majority,dissent1,0.62137765
a478,majority,dissent1,0.7773291
a482,majority,dissent1,0.6226196
a483,majority,dissent1,0.83716476
a485,majority,dissent1,0.69358927
a486,majority,dissent1,0.5514842
a487,majority,dissent1,0.34872097
a488,majority,dissent1,0.5678539
a489,majority,dissent1,0.85817385
a490,majority,dissent1,0.743137
a491,majority,dissent1,0.74914074
a492,majority,dissent1,0.81614864
a493,majority,dissent1,0.73686117
a495,majority,dissent1,0.3579057
a495,majority,dissent2,0.82573056
a497,majority,dissent1,0.79684466
a498,majority,dissent1,0.5850807
a499,majority,dissent1,0.57079965
a499,majority,dissent2,0.6446843
a500,majority,dissent1,0.6974796
a502,majority,dissent1,0.682736
a503,majority,dissent1,0.75917375
a504,majority,dissent1,0.80680525
a505,majority,dissent1,0.64601004
a506,majority,dissent1,0.8923893
a507,majority,dissent1,0.67121536
a508,majority,dissent1,0.78263056
a509,majority,dissent1,0.7918251
a510,majority,dissent1,0.6875508
a511,majority,dissent1,0.6154671
a512,majority,dissent1,0.43114796
a512,majority,dissent2,0.7128059
a513,majority,dissent1,0.866533
a514,majority,dissent1,0.73407495
a515,majority,dissent1,0.5851492
a516,majority,dissent1,0.70287204
a517,majority,dissent1,0.7403701
a518,majority,dissent1,0.7801719
a520,majority,dissent1,0.6698943
a520,majority,dissent2,0.63683426
a521,majority,dissent1,0.6189895
a521,majority,dissent2,0.7195524
a522,majority,dissent1,0.64090234
a522,majority,dissent2,0.6787993
a523,majority,dissent1,0.7674897
a525,majority,dissent1,0.61257637
a525,majority,dissent2,0.5445869
a526,majority,dissent1,0.51009935
a527,majority,dissent1,0.74432904
a528,majority,dissent1,0.67864704
a529,majority,dissent1,0.6911631
a530,majority,dissent1,0.7537651
a531,majority,dissent1,0.68868494
a532,majority,dissent1,0.5686271
a533,majority,dissent1,0.78030074
a534,majority,dissent1,0.616407
a535,majority,dissent1,0.62038165
a536,majority,dissent1,0.4743693
a537,majority,dissent1,0.63122463
a539,majority,dissent1,0.7691504
a540,majority,dissent1,0.74927145
a543,majority,dissent1,0.8292808
a544,majority,dissent1,0.7894754
a545,majority,dissent1,0.69454485
a546,majority,dissent1,0.8159137
a547,majority,dissent1,0.6857424
a548,majority,dissent1,0.7403524
a551,majority,dissent1,0.75088847
a553,majority,dissent1,0.838261
a553,majority,dissent2,0.6838248
a554,majority,dissent1,0.8618107
a555,majority,dissent1,0.84176135
a556,majority,dissent1,0.6628461
a556,majority,dissent2,0.6601551
a557,majority,dissent1,0.6792071
a557,majority,dissent2,0.78780293
a558,majority,dissent1,0.7578827
a558,majority,dissent2,0.4859277
a559,majority,dissent1,0.6694727
a560,majority,dissent1,0.7365647
a561,majority,dissent1,0.6204605
a562,majority,dissent1,0.7883613
a562,majority,dissent2,0.8832738
a563,majority,dissent1,0.65331876
a564,majority,dissent1,0.8395931
a565,majority,dissent1,0.5554253
a567,majority,dissent1,0.47271067
a568,majority,dissent1,0.6977469
a569,majority,dissent1,0.85772336
a570,majority,dissent1,0.6255794
a570,majority,dissent2,0.7142813
a571,majority,dissent1,0.90870774
a571,majority,dissent2,0.47928387
a572,majority,dissent1,0.79217124
a572,majority,dissent2,0.6274375
a573,majority,dissent1,0.66134
a577,majority,dissent1,0.69502187
a578,majority,dissent1,0.69341046
a579,majority,dissent1,0.63909507
a580,majority,dissent1,0.45591617
a581,majority,dissent1,0.74526924
a582,majority,dissent1,0.821168
a585,majority,dissent1,0.73455083
a587,majority,dissent1,0.7675524
a588,majority,dissent1,0.74962896
a589,majority,dissent1,0.8340346
a590,majority,dissent1,0.5298943
a591,majority,dissent1,0.7034877
a591,majority,dissent2,0.74727947
a592,majority,dissent1,0.6000223
a593,majority,dissent1,0.6269859
a594,majority,dissent1,0.8503578
a594,majority,dissent2,0.7961352
a595,majority,dissent1,0.84323704
a598,majority,dissent1,0.42086273
a598,majority,dissent2,0.59825534
a599,majority,dissent1,0.5093289
a599,majority,dissent2,0.54761463
a599,majority,dissent3,0.60768956
a600,majority,dissent1,0.6176257
a600,majority,dissent2,0.31964576
a600,majority,dissent3,0.62927985
a601,majority,dissent1,0.626775
a602,majority,dissent1,0.6986295
a603,majority,dissent1,0.7664007
a604,majority,dissent1,0.7964008
a605,majority,dissent1,0.64771223
a606,majority,dissent1,0.7870436
a607,majority,dissent1,0.71021104
a611,majority,dissent1,0.48438475
a614,majority,dissent1,0.7160685
a616,majority,dissent1,0.5166485
a616,majority,dissent2,0.77027625
a617,majority,dissent1,0.8070005
a618,majority,dissent1,0.5658101
a619,majority,dissent1,0.6021079
a620,majority,dissent1,0.66996527
a621,majority,dissent1,0.59254307
a621,majority,dissent2,0.3964833
a622,majority,dissent1,0.7427192
a623,majority,dissent1,0.6862523
a623,majority,dissent2,0.8276562
a624,majority,dissent1,0.71922743
a625,majority,dissent1,0.5358937
a626,majority,dissent1,0.6428239
a628,majority,dissent1,0.76111525
a629,majority,dissent1,0.7468738
a630,majority,dissent1,0.7444016
a630,majority,dissent2,0.8385194
a633,majority,dissent1,0.9057773
a635,majority,dissent1,0.8267963
a636,majority,dissent1,0.68207
a637,majority,dissent1,0.8095871
a638,majority,dissent1,0.75708026
a639,majority,dissent1,0.7090279
a640,majority,dissent1,0.6567092
a640,majority,dissent2,0.61614555
a641,majority,dissent1,0.6858777
a642,majority,dissent1,0.6442045
a644,majority,dissent1,0.7272471
a645,majority,dissent1,0.775816
a647,majority,dissent1,0.63522077
a648,majority,dissent1,0.8207281
a649,majority,dissent1,0.56171924
a649,majority,dissent2,0.7006902
a650,majority,dissent1,0.7761085
a651,majority,dissent1,0.3121434
a652,majority,dissent1,0.8619778
a653,majority,dissent1,0.84135866
a656,majority,dissent1,0.56838816
a658,majority,dissent1,0.7026826
a659,majority,dissent1,0.8039888
a660,majority,dissent1,0.68295074
a660,majority,dissent2,0.61210656
a662,majority,dissent1,0.7020023
a663,majority,dissent1,0.6544745
a665,majority,dissent1,0.5699769
a666,majority,dissent1,0.7344153
a666,majority,dissent2,0.4854452
a667,majority,dissent1,0.49603122
a670,majority,dissent1,0.6032922
a672,majority,dissent1,0.71142787
a674,majority,dissent1,0.8325694
a675,majority,dissent1,0.7629066
a676,majority,dissent1,0.64143443
a677,majority,dissent1,0.6254462
a677,majority,dissent2,0.7041631
a677,majority,dissent3,0.602677
a678,majority,dissent1,0.6342934
a679,majority,dissent1,0.73226494
a680,majority,dissent1,0.7118656
a683,majority,dissent1,0.5642716
a684,majority,dissent1,0.7119752
a685,majority,dissent1,0.65899307
a686,majority,dissent1,0.67404985
a687,majority,dissent1,0.39496294
a691,majority,dissent1,0.8022975
a692,majority,dissent1,0.77950037
a693,majority,dissent1,0.2821362
a694,majority,dissent1,0.7513603
a695,majority,dissent1,0.6156304
a695,majority,dissent2,0.6207916
a695,majority,dissent3,0.7241862
a696,majority,dissent1,0.6870005
a697,majority,dissent1,0.6396755
a698,majority,dissent1,0.6809777
a701,majority,dissent1,0.5102774
a701,majority,dissent2,0.5151026
a702,majority,dissent1,0.69547814
a706,majority,dissent1,0.5398056
a707,majority,dissent1,0.6083678
a707,majority,dissent2,0.7042912
a709,majority,dissent1,0.8432113
a710,majority,dissent1,0.6521122
a711,majority,dissent1,0.7596743
a712,majority,dissent1,0.8194748
a713,majority,dissent1,0.8459003
a714,majority,dissent1,0.5668734
a714,majority,dissent2,0.7062213
a715,majority,dissent1,0.76351076
a716,majority,dissent1,0.7659986
a717,majority,dissent1,0.63465905
a717,majority,dissent2,0.86069906
a718,majority,dissent1,0.4605536
a719,majority,dissent1,0.8214725
a720,majority,dissent1,0.37496328
a721,majority,dissent1,0.5072726
a722,majority,dissent1,0.58432645
a723,majority,dissent1,0.66077363
a723,majority,dissent2,0.71169823
a724,majority,dissent1,0.717413
a725,majority,dissent1,0.6205161
a726,majority,dissent1,0.5413315
a726,majority,dissent2,0.8269131
a727,majority,dissent1,0.81575346
a728,majority,dissent1,0.80287343
a729,majority,dissent1,0.810054
a729,majority,dissent2,0.6995187
a730,majority,dissent1,0.6883084
a730,majority,dissent2,0.5042686
a731,majority,dissent1,0.7393981
a731,majority,dissent2,0.54195344
a733,majority,dissent1,0.85560286
a734,majority,dissent1,0.83307004
a736,majority,dissent1,0.89795
a737,majority,dissent1,0.7411518
a737,majority,dissent2,0.43307805
a738,majority,dissent1,0.83788556
a740,majority,dissent1,0.74111974
a741,majority,dissent1,0.6443354
a741,majority,dissent2,0.735266
a742,majority,dissent1,0.81341815
a743,majority,dissent1,0.6909994
a745,majority,dissent1,0.73265463
a747,majority,dissent1,0.8060804
a748,majority,dissent1,0.63620216
a749,majority,dissent1,0.59042794
a749,majority,dissent2,0.58363026
a749,majority,dissent3,0.79328084
a750,majority,dissent1,0.8332688
a751,majority,dissent1,0.7531519
a752,majority,dissent1,0.71977705
a753,majority,dissent1,0.6987758
a754,majority,dissent1,0.5171962
a754,majority,dissent2,0.6823381
a755,majority,dissent1,0.7831961
a756,majority,dissent1,0.76878583
a757,majority,dissent1,0.7686522
a758,majority,dissent1,0.7627764
a761,majority,dissent1,0.8793727
a762,majority,dissent1,0.7816566
a763,majority,dissent1,0.78293073
a764,majority,dissent1,0.63922346
a765,majority,dissent1,0.74058276
a767,majority,dissent1,0.6976601
a768,majority,dissent1,0.6570222
a769,majority,dissent1,0.65331745
a770,majority,dissent1,0.56563365
a770,majority,dissent2,0.6042067
a771,majority,dissent1,0.8556916
a772,majority,dissent1,0.5092265
a773,majority,dissent1,0.7932465
a775,majority,dissent1,0.71888524
a775,majority,dissent2,0.6973977
a776,majority,dissent1,0.38304743
a777,majority,dissent1,0.72386205
a778,majority,dissent1,0.781896
a779,majority,dissent1,0.66705775
a780,majority,dissent1,0.8095455
a781,majority,dissent1,0.7079878
a783,majority,dissent1,0.78392136
a783,majority,dissent2,0.49389344
a786,majority,dissent1,0.5197799
a787,majority,dissent1,0.36186427
a787,majority,dissent2,0.655753
a788,majority,dissent1,0.83297575
a789,majority,dissent1,0.55088705
a790,majority,dissent1,0.76252604
a791,majority,dissent1,0.69179714
a792,majority,dissent1,0.84953
a793,majority,dissent1,0.7221501
a794,majority,dissent1,0.7149748
a794,majority,dissent2,0.7715982
a794,majority,dissent3,0.6860623
a795,majority,dissent1,0.50590515
a795,majority,dissent2,0.73781526
a797,majority,dissent1,0.9228359
a799,majority,dissent1,0.7290356
a800,majority,dissent1,0.7267766
a800,majority,dissent2,0.6420754
a802,majority,dissent1,0.5633148
a803,majority,dissent1,0.8025432
a804,majority,dissent1,0.8086841
a805,majority,dissent1,0.76981735
a806,majority,dissent1,0.8681598
a807,majority,dissent1,0.56762975
a808,majority,dissent1,0.65910685
a809,majority,dissent1,0.3611389
a809,majority,dissent2,0.533177
a810,majority,dissent1,0.45181522
a810,majority,dissent2,0.6041163
a811,majority,dissent1,0.34140968
a813,majority,dissent1,0.623374
a813,majority,dissent2,0.74834144
a814,majority,dissent1,0.63359404
a815,majority,dissent1,0.7238698
a815,majority,dissent2,0.7007706
a816,majority,dissent1,0.7927978
a816,majority,dissent2,0.46064508
a817,majority,dissent1,0.7051226
a817,majority,dissent2,0.5695642
a817,majority,dissent3,0.4762344
a819,majority,dissent1,0.6682179
a820,majority,dissent1,0.7512107
a822,majority,dissent1,0.6594892
a825,majority,dissent1,0.89991474
a827,majority,dissent1,0.8369695
a828,majority,dissent1,0.6179342
a829,majority,dissent1,0.7679274
a833,majority,dissent1,0.8708374
a834,majority,dissent1,0.8265442
a834,majority,dissent2,0.4497925
a834,majority,dissent3,0.4961983
a835,majority,dissent1,0.5126398
a835,majority,dissent2,0.44892427
a835,majority,dissent3,0.72759295
a837,majority,dissent1,0.84295934
a838,majority,dissent1,0.8109576
a839,majority,dissent1,0.640369
a840,majority,dissent1,0.8685187
a841,majority,dissent1,0.8477216
a842,majority,dissent1,0.7711295
a843,majority,dissent1,0.73533094
a843,majority,dissent2,0.8665359
a845,majority,dissent1,0.66058457
a845,majority,dissent2,0.77277863
a845,majority,dissent3,0.36284983
a846,majority,dissent1,0.6302976
a847,majority,dissent1,0.59378195
a848,majority,dissent1,0.76079845
a849,majority,dissent1,0.7606595
a851,majority,dissent1,0.77331275
a851,majority,dissent2,0.76393944
a852,majority,dissent1,0.7940649
a852,majority,dissent2,0.7231294
a853,majority,dissent1,0.6007853
a854,majority,dissent1,0.6426996
a855,majority,dissent1,0.49780905
a856,majority,dissent1,0.71898824
a858,majority,dissent1,0.89659107
a859,majority,dissent1,0.57317096
a861,majority,dissent1,0.6216278
a862,majority,dissent1,0.3533417
a862,majority,dissent2,0.5693573
a862,majority,dissent3,0.71428883
a863,majority,dissent1,0.78632283
a864,majority,dissent1,0.7172599
a865,majority,dissent1,0.5952474
a866,majority,dissent1,0.80058986
a867,majority,dissent1,0.771976
a868,majority,dissent1,0.74865997
a871,majority,dissent1,0.73379093
a872,majority,dissent1,0.88861656
a873,majority,dissent1,0.6598612
a874,majority,dissent1,0.6482928
a877,majority,dissent1,0.60701525
a878,majority,dissent1,0.64729106
a879,majority,dissent1,0.68463385
a880,majority,dissent1,0.62070155
a881,majority,dissent1,0.5181599
a881,majority,dissent2,0.61238235
a882,majority,dissent1,0.50444704
a883,majority,dissent1,0.5895916
a884,majority,dissent1,0.7330923
a884,majority,dissent2,0.646843
a885,majority,dissent1,0.8335017
a885,majority,dissent2,0.7411951
a885,majority,dissent3,0.6294902
a886,majority,dissent1,0.76817876
a887,majority,dissent1,0.8966632
a888,majority,dissent1,0.7966708
a890,majority,dissent1,0.6909665
a891,majority,dissent1,0.6864753
a893,majority,dissent1,0.7378286
